date,house_size,bed,bath,price,broker,street,city,state_name,zip_code
"AUG 28, 2024","2,576 sqft (on 0.64 acres)",4bd,4bd,"$500,000",The American Realty of Florida,1964 Resort St, Navarre,Florida,32566
"AUG 28, 2024",,,,"$250,000",EXP Realty LLC,776 Nursery Rd, Santa Rosa Beach,Florida,32459
"AUG 28, 2024","3,968 sqft (on 0.51 acres)",4bd,4bd,"$1,765,000",Rosemary Beach Realty LLC,279 Eve Cir, Santa Rosa Beach,Florida,32459
"AUG 28, 2024","1,607 sqft (on 0.47 acres)",4bd,4bd,"$264,888",WJH Brokerage FL LLC,865 Graysen Ln, Defuniak Springs,Florida,32435
"AUG 28, 2024","1,844 sqft",3bd,3bd,"$950,000",On The Coast Real Estate Group,28 Donna Anne Dr, Santa Rosa Beach,Florida,32459
"AUG 28, 2024","1,750 sqft (on 0.33 acres)",2bd,2bd,"$388,000",KELLER WILLIAMS REALTY EMERALD COAST WEST BRANCH,5393 Barbarosa Rd, Gulf Breeze,Florida,32563
"AUG 28, 2024","1,911 sqft",4bd,4bd,"$385,000",Lohman Realty LLC,3839 Arbor Dr, Tallahassee,Florida,32303
"AUG 28, 2024","1,250 sqft",3bd,3bd,"$256,900","ADAMS HOMES REALTY, INC",4953 Muldoon Pointe Rd #12B, Pensacola,Florida,32526
"AUG 28, 2024","1,920 sqft",3bd,3bd,"$348,000",Xcellence Realty,1250 Continental Ct #1250-1248-1246, Tallahassee,Florida,32304
"AUG 28, 2024","1,416 sqft (on 1 acre)",3bd,3bd,"$241,000",WJH Brokerage FL LLC,3410 Shell Rd, Jay,Florida,32565
"AUG 28, 2024",,,,"$84,000","PHD Real Estate, LLC",7340 Highway 97, Mc David,Florida,32568
"AUG 28, 2024","1,787 sqft",4bd,4bd,"$349,900",DR Horton Realty of Northwest Florida LLC,329 Flounder St, Crestview,Florida,32539
"AUG 28, 2024","1,787 sqft",4bd,4bd,"$344,900",DR Horton Realty of Northwest Florida LLC,331 Flounder St, Crestview,Florida,32539
"AUG 28, 2024","1,145 sqft",3bd,3bd,"$246,742",Flynn Built Realty,2954 N  10th Ave, Milton,Florida,32583
"AUG 28, 2024","1,815 sqft",4bd,4bd,"$347,490","Lennar Realty, Inc.",6682 Sun Tree Cir #4B, Pensacola,Florida,32526
"AUG 28, 2024","2,550 sqft",5bd,5bd,"$379,900",DR Horton Realty of Emerald Coast LLC,69 Riverwalk Cir, Freeport,Florida,32439
"AUG 28, 2024","1,986 sqft",4bd,4bd,"$387,190",DSLD Homes Florida LLC,4606 Jayhawk Dr, Crestview,Florida,32539
"AUG 28, 2024",651 sqft,1bd,1bd,"$150,000","TEAM SANDY BLANTON REALTY, INC",2201 Scenic Hwy #B4, Pensacola,Florida,32503
"AUG 28, 2024",,,,"$4,000",,Lot 1 Bayonne Dr, Chipley,Florida,32428
"AUG 28, 2024","1,406 sqft",3bd,3bd,"$234,900",Coastwise Realty,25 Susquehanna Trl, Crawfordville,Florida,32327
"AUG 28, 2024","1,848 sqft",3bd,3bd,"$409,630",DSLD Homes Florida LLC,21 Apollo Ave E, Freeport,Florida,32439
"AUG 28, 2024","2,865 sqft (on 0.58 acres)",4bd,4bd,"$595,000",Coldwell Banker Hartung,7941 Preservation Rd, Tallahassee,Florida,32312
"AUG 28, 2024","3,022 sqft (on 0.49 acres)",4bd,4bd,"$603,880",DSLD Homes Florida LLC,2963 Ridge Trail Blvd #22-C, Lot Cantonment,Florida,32533
"AUG 28, 2024","1,096 sqft",2bd,2bd,"$185,750",,1552 Twin Lakes Cir #A, Tallahassee,Florida,32311
"AUG 28, 2024","1,516 sqft",4bd,4bd,"$321,607","Armor Realty, Inc",314 Ponce St, Tallahassee,Florida,32303
"AUG 28, 2024","1,392 sqft (on 3.75 acres)",3bd,3bd,"$229,000",Keller Williams Town & Country,2701 Flat Creek Rd, Chattahoochee,Florida,32324
"AUG 28, 2024","1,717 sqft",3bd,3bd,"$325,097",Adams Homes Realty Inc,207 Baycliff Dr, Crestview,Florida,32536
"AUG 28, 2024","1,254 sqft",2bd,2bd,"$250,000",,520 N  Richard Jackson Blvd #2810, Panama City Beach,Florida,32407
"AUG 28, 2024","2,435 sqft (on 0.29 acres)",3bd,3bd,"$1,337,500",Compass,68 Tamoka Ct, Inlet Beach,Florida,32461
"AUG 28, 2024",,,,"$60,000",,000 Tendell Rd, Cottondale,Florida,32431
"AUG 27, 2024","1,296 sqft (on 0.50 acres)",3bd,3bd,"$265,000","Pristine Properties, LLC",310 Maryland Blvd, Mexico Beach,Florida,32456
"AUG 27, 2024",,,,"$35,000",,6408 Rogers Dr, Youngstown,Florida,32466
"AUG 27, 2024","1,504 sqft",3bd,3bd,"$319,900",,1410 Wisconsin Ave, Lynn Haven,Florida,32444
"AUG 27, 2024",608 sqft (on 0.28 acres),1bd,1bd,"$250,000",,825 Fitness Rd, Southport,Florida,32409
"AUG 27, 2024","1,268 sqft",2bd,2bd,"$300,000",,6818 Sunset Ave, Panama City Beach,Florida,32408
"AUG 27, 2024",972 sqft,2bd,2bd,"$256,000",,133 W  Leslie Ln, Panama City Beach,Florida,32407
"AUG 27, 2024","1,496 sqft",2bd,2bd,"$420,000",,165 Grande Island Blvd, Panama City Beach,Florida,32407
"AUG 27, 2024","1,260 sqft",2bd,2bd,"$425,000",,17642 Front Beach Rd #J30, Panama City Beach,Florida,32413
"AUG 27, 2024","1,488 sqft",3bd,3bd,"$542,500",,301 S  Wells St, Panama City Beach,Florida,32413
"AUG 27, 2024","2,103 sqft (on 0.72 acres)",4bd,4bd,"$435,000",POINTE SOUTH,4730 Abercrombie, Pensacola,Florida,32504
"AUG 27, 2024","1,053 sqft",2bd,2bd,"$185,000",COLDWELL BANKER REALTY,10171 Vixen Pl, Pensacola,Florida,32514
"AUG 27, 2024","2,007 sqft (on 0.33 acres)",3bd,3bd,"$399,000",KELLER WILLIAMS REALTY GULF COAST,590 Bobwhite Pl, Pensacola,Florida,32514
"AUG 27, 2024","1,546 sqft (on 0.26 acres)",4bd,4bd,"$117,000",Coldwell Banker Realty,500 N  Wentworth St, Pensacola,Florida,32505
"AUG 27, 2024","1,995 sqft",2bd,2bd,"$192,500",Realty One Group Emerald Coast,12 Dorsay Ln, Pensacola,Florida,32506
"AUG 27, 2024","1,917 sqft (on 0.33 acres)",3bd,3bd,"$275,000",Warner Realty Inc.,521 Briarwood Dr, Pensacola,Florida,32506
"AUG 27, 2024","2,777 sqft",4bd,4bd,"$1,085,000","Mike Whitner, RE/MAX Gulf Properties, Closed",13942 River Rd, Pensacola,Florida,32507
"AUG 27, 2024","1,270 sqft",3bd,3bd,"$170,000",BHHS Beach Properties of Florida,861 Barksdale St, Pensacola,Florida,32514
"AUG 27, 2024",576 sqft (on 0.51 acres),2bd,2bd,"$65,500",,367 N  Kim Ave, Wewahitchka,Florida,32465
"AUG 27, 2024","2,176 sqft",4bd,4bd,"$659,000",,203 Beacon Rd, Port Saint Joe,Florida,32456
"AUG 27, 2024","1,645 sqft (on 3.45 acres)",3bd,3bd,"$299,900",,2189 El Bethel Church Rd, Grand Ridge,Florida,32442
"AUG 27, 2024",716 sqft,1bd,1bd,"$117,500",Xcellence Realty,2652 Clara Kee Blvd, Tallahassee,Florida,32303
"AUG 27, 2024","1,110 sqft (on 0.32 acres)",2bd,2bd,"$170,000","Twelve Points Real Estate, LLC",1314 Idlewild Dr, Tallahassee,Florida,32311
"AUG 27, 2024","1,568 sqft (on 0.57 acres)",4bd,4bd,"$250,000",Re/Max Professionals Realty,315 Rehwinkle Dr, Tallahassee,Florida,32305
"AUG 27, 2024","2,472 sqft",5bd,5bd,"$1,970,000",Live Beautiful,3650 Highway 98 E #16, Destin,Florida,32541
"AUG 27, 2024","1,920 sqft (on 0.31 acres)",4bd,4bd,"$442,000",The Gulf Coast Property Group,203 Girard Ave NW, Fort Walton Beach,Florida,32548
"AUG 27, 2024","1,851 sqft (on 1.02 acres)",3bd,3bd,"$321,000",Levin Rinke Realty,5212 Tupelo Ln, Milton,Florida,32570
"AUG 27, 2024",,,,"$45,000",Levin Rinke Realty,Blue Ribbon Dr, Milton,Florida,32583
"AUG 27, 2024","1,471 sqft (on 0.37 acres)",3bd,3bd,"$230,000",Coldwell Banker Realty,4747 Easter St, Pace,Florida,32571
"AUG 27, 2024",,,,"$445,000",Zepp Realty,4511 Brickyard Bayou Rd, Gulf Breeze,Florida,32563
"AUG 27, 2024","1,792 sqft (on 0.32 acres)",3bd,3bd,"$100,000",,768 2nd St, Chipley,Florida,32428
"AUG 27, 2024","4,645 sqft (on 1.06 acres)",5bd,5bd,"$11,500,000",Coastal Luxury,376 Beachfront Trl, Santa Rosa Beach,Florida,32459
"AUG 27, 2024","2,241 sqft (on 9.34 acres)",5bd,5bd,"$334,900",RE/MAX Agency One,5318 Chesterfield Rd, Crestview,Florida,32539
"AUG 27, 2024","1,876 sqft",3bd,3bd,"$700,000",The Premier Property Group,37 Courtyard Cir, Santa Rosa Beach,Florida,32459
"AUG 27, 2024","4,063 sqft (on 0.54 acres)",3bd,3bd,"$1,600,000",Coastal Realty Partners,5300 Pale Moon Dr, Perdido Key,Florida,32507
"AUG 27, 2024",768 sqft,2bd,2bd,"$420,000","MARK DOWNEY & ASSOCIATES, INC.",1150 Fort Pickens Rd #D12, Pensacola Beach,Florida,32561
"AUG 27, 2024",768 sqft,2bd,2bd,"$455,000",Levin Rinke Realty,1150 Fort Pickens Rd #H5, Pensacola Beach,Florida,32561
"AUG 27, 2024","2,500 sqft",3bd,3bd,"$2,100,000",Coastal Abode,219 Scenic Gulf Dr #330, Miramar Beach,Florida,32550
"AUG 27, 2024","1,299 sqft",2bd,2bd,"$492,000",,14701 Front Beach Rd #430, Panama City Beach,Florida,32413
"AUG 27, 2024","5,318 sqft (on 0.46 acres)",4bd,4bd,"$3,425,000",The Premier Property Group,3508 Burnt Pine Ln, Miramar Beach,Florida,32550
"AUG 27, 2024","1,485 sqft (on 0.40 acres)",3bd,3bd,"$360,000","Armor Realty, Inc",2858 Ben Stoutamire Rd, Tallahassee,Florida,32310
"AUG 27, 2024","1,304 sqft (on 0.33 acres)",3bd,3bd,"$292,500",Waypoint Properties,31 Pecan St, Crawfordville,Florida,32327
"AUG 27, 2024","1,020 sqft",2bd,2bd,"$210,000",,13717 Windsor Ave, Youngstown,Florida,32466
"AUG 27, 2024",924 sqft,2bd,2bd,"$1,650,000",Rosemary Beach Realty LLC,78 N  Barrett Sq #12, Inlet Beach,Florida,32461
"AUG 27, 2024",,,,"$47,500",KELLER WILLIAMS REALTY GULF COAST,1823 Arena Rd, Cantonment,Florida,32533
"AUG 27, 2024","1,907 sqft",4bd,4bd,"$318,000","Regal Homes, LLC",6252 Jordans Pass Dr, Tallahassee,Florida,32304
"AUG 27, 2024",,,,"$40,000",ERA American Real Estate,6623 Spyglass Hill Rd, Laurel Hill,Florida,32567
"AUG 27, 2024",,,,"$40,000",ERA American Real Estate,6819 Interlachen Ln, Laurel Hill,Florida,32567
"AUG 27, 2024",,,,"$40,000",ERA American Real Estate,6814 Interlachen Ln, Laurel Hill,Florida,32567
"AUG 27, 2024",,,,"$80,000",Keller Williams Realty Navarre,6559 Fairmont St, Navarre,Florida,32566
"AUG 27, 2024","1,800 sqft (on 1 acre)",4bd,4bd,"$335,000",American Valor Realty LLC,8736 Daryl Dr, Milton,Florida,32583
"AUG 27, 2024","2,761 sqft (on 0.46 acres)",4bd,4bd,"$550,000",World Impact Real Estate Gulf Breeze,7134 Menton St, Navarre,Florida,32566
"AUG 27, 2024","1,248 sqft (on 0.34 acres)",2bd,2bd,"$665,000","St George Island Realty, LLC",725 W  Pine Ave, Eastpoint,Florida,32328
"AUG 27, 2024","1,518 sqft",3bd,3bd,"$270,000",Pearson Realty Inc.,48 Tuscany Trce, Crawfordville,Florida,32327
"AUG 27, 2024","1,550 sqft (on 0.25 acres)",2bd,2bd,"$675,000",,256 Seakove St, Panama City Beach,Florida,32413
"AUG 27, 2024","2,690 sqft",4bd,4bd,"$650,000",Keller Williams Realty Nville,34 Derby Downs Cir, Niceville,Florida,32578
"AUG 27, 2024","2,770 sqft (on 0.31 acres)",4bd,4bd,"$535,000",The Property Group 850 Inc,6082 Walk Along Way, Crestview,Florida,32536
"AUG 27, 2024","2,000 sqft (on 20.75 acres)",3bd,3bd,"$550,000",,15724 NW State Road 20, Bristol,Florida,32321
"AUG 27, 2024","1,404 sqft (on 0.30 acres)",3bd,3bd,"$230,000",Lokation,264 Pinelog St, Freeport,Florida,32439
"AUG 27, 2024",,,,"$100,000",NEW ALLIANCE GROUP REALTY,6104 Laird Park Rd, Panama City Beach,Florida,32413
"AUG 27, 2024","1,225 sqft",3bd,3bd,"$210,000",Timber & Tides Real Estate,45 Cochise St, Crawfordville,Florida,32327
"AUG 27, 2024","1,957 sqft",4bd,4bd,"$289,900","D R Horton Realty of NW Florida, LLC",4932 Valor Ct, Pace,Florida,32571
"AUG 27, 2024","2,511 sqft",5bd,5bd,"$501,475",,596 Vermilion Cir, Pt Saint Joe,Florida,32456
"AUG 27, 2024","2,092 sqft",4bd,4bd,"$399,050",DSLD Homes Florida LLC,47 Cherry Blossom Ln, Freeport,Florida,32439
"AUG 27, 2024",,,,"$10,100",VALENTINA REALTY LLC,Olive Pl #20, Chipley,Florida,32428
"AUG 27, 2024",,,,"$10,100",VALENTINA REALTY LLC,Olive Pl #22, Chipley,Florida,32428
"AUG 27, 2024",,,,"$10,100",VALENTINA REALTY LLC,Olive Pl #21, Chipley,Florida,32428
"AUG 27, 2024","1,537 sqft",3bd,3bd,"$284,900","D R Horton Realty of NW Florida, LLC",1734 Candleglow St, Gulf Breeze,Florida,32563
"AUG 27, 2024",,,,"$140,000",KELLER WILLIAMS REALTY GULF COAST,3 Cotton Lake Rd #B, Molino,Florida,32577
"AUG 27, 2024","1,036 sqft",2bd,2bd,"$285,000",Eagle Bay Real Estate,102 Penny Ln, Valparaiso,Florida,32580
"AUG 27, 2024","1,439 sqft",4bd,4bd,"$269,900","D R Horton Realty of NW Florida, LLC",6195 June Bug Dr, Milton,Florida,32583
"AUG 27, 2024","1,553 sqft",3bd,3bd,"$221,900","D R Horton Realty of NW Florida, LLC",8662 Meadow Flower Ln, Pensacola,Florida,32514
"AUG 27, 2024","1,787 sqft (on 0.26 acres)",4bd,4bd,"$328,900",DR Horton Realty North West FL,67 Spears Crossing Ln, Crawfordville,Florida,32327
"AUG 27, 2024","2,585 sqft",3bd,3bd,"$655,679",,965 Breakfast Point Blvd, Panama City Beach,Florida,32407
"AUG 27, 2024","1,774 sqft",4bd,4bd,"$368,900","D R Horton Realty of NW Florida, LLC",3273 Grouse Rd, Pace,Florida,32571
"AUG 27, 2024","1,454 sqft",3bd,3bd,"$329,000",Teel & Waters Real Estate Company Inc,177 N  Marsh Lndg, Freeport,Florida,32439
"AUG 27, 2024","1,799 sqft (on 0.32 acres)",4bd,4bd,"$276,275",,2398 Windbrook St, Chipley,Florida,32428
"AUG 27, 2024","1,799 sqft",4bd,4bd,"$319,900",DR Horton Realty of Emerald Coast LLC,40 Sawbrier St, Freeport,Florida,32439
"AUG 27, 2024","1,229 sqft",2bd,2bd,"$160,000","Armor Realty, Inc",2492 Thundell Dr, Tallahassee,Florida,32303
"AUG 27, 2024",,,,"$13,500",Waypoint Properties,25 Wilderness Way, Panacea,Florida,32346
"AUG 27, 2024","1,551 sqft",3bd,3bd,"$400,000",Tallahassee Homes Realty LLC,4215 Thibodeax Trl, Tallahassee,Florida,32317
"AUG 27, 2024","1,870 sqft (on 0.36 acres)",3bd,3bd,"$379,900",Waypoint Properties,72 Sierra Ln, Crawfordville,Florida,32327
"AUG 27, 2024",,,,"$35,000",RE/MAX Agency One,Tbd Okaloosa Ln, Crestview,Florida,32539
"AUG 27, 2024",,,,"$25,000",,Lot-20A Hickory Bluff Rd, Panama City,Florida,32409
"AUG 27, 2024",580 sqft,1bd,1bd,"$248,000",,6909 N  Lagoon Dr #D3, Panama City,Florida,32408
"AUG 27, 2024","2,052 sqft (on 0.88 acres)",3bd,3bd,"$227,000",,2911 Simmons Ln, Ponce De Leon,Florida,32455
"AUG 27, 2024","2,777 sqft",4bd,4bd,"$1,085,000",RE/MAX GULF PROPERTIES,13942 River Rd #4, Perdido Key,Florida,32507
"AUG 27, 2024",,,,"$35,000",Coldwell Banker Realty,Abb Pitman Rd, Milton,Florida,32570
"AUG 27, 2024",,,,"$170,000",RE/MAX INFINITY,B Hudson Rd, Jay,Florida,32565
"AUG 26, 2024",,,,"$160,000","Waves & Woods Realty, LLC",105 37th St #B, Mexico Beach,Florida,32456
"AUG 26, 2024","1,842 sqft (on 0.25 acres)",3bd,3bd,"$262,500",,2524 Stanford Rd, Panama City,Florida,32405
"AUG 26, 2024","1,122 sqft (on 0.29 acres)",4bd,4bd,"$510,000",,3200 W  16th St, Panama City,Florida,32401
"AUG 26, 2024","1,780 sqft (on 0.33 acres)",3bd,3bd,"$426,500",,166 Rusty Gans Dr, Panama City Beach,Florida,32408
"AUG 26, 2024","1,666 sqft",2bd,2bd,"$1,200,000",,17927 Front Beach Rd #3, Panama City Beach,Florida,32413
"AUG 26, 2024","1,832 sqft (on 0.52 acres)",3bd,3bd,"$335,000",Levin Rinke Realty,2120 John Carroll Dr, Pensacola,Florida,32504
"AUG 26, 2024","1,693 sqft",3bd,3bd,"$210,000",Levin Rinke Realty,203 Payne Rd, Perdido Key,Florida,32507
"AUG 26, 2024","1,371 sqft (on 2.17 acres)",3bd,3bd,"$290,000",Better Homes And Gardens Real Estate Main Street Properties,7666 Old Hickory Dr, Perdido Key,Florida,32507
"AUG 26, 2024","2,936 sqft (on 1.55 acres)",5bd,5bd,"$1,150,000",RE/MAX OF ORANGE BEACH,14860 Innerarity Point Rd, Perdido Key,Florida,32507
"AUG 26, 2024","2,850 sqft",5bd,5bd,"$399,900",KELLER WILLIAMS REALTY GULF COAST,2020 Hamilton Xing, Cantonment,Florida,32533
"AUG 26, 2024","2,054 sqft (on 1.89 acres)",4bd,4bd,"$299,000",CENTURY 21 AMERISOUTH REALTY,2510 Jeter Rd, Cantonment,Florida,32533
"AUG 26, 2024","1,419 sqft",3bd,3bd,"$330,000",Coldwell Banker Realty,1045 E  Maxwell St, Pensacola,Florida,32503
"AUG 26, 2024","1,232 sqft",3bd,3bd,"$250,000","Karen Cobb, Alliance Real Estate, Closed",2007 N  11th Ave, Pensacola,Florida,32503
"AUG 26, 2024","1,040 sqft (on 0.90 acres)",2bd,2bd,"$183,500",Destination Real Estate Corp,2029 Tallavana Trl, Havana,Florida,32333
"AUG 26, 2024","1,049 sqft",2bd,2bd,"$270,000","Beach Realty of Cape San Blas, Inc.",1306 Long Ave, Port Saint Joe,Florida,32456
"AUG 26, 2024","1,290 sqft (on 0.26 acres)",3bd,3bd,"$302,000",Coastal Realty Group-CSB South,1006 Garrison Ave, Port Saint Joe,Florida,32456
"AUG 26, 2024",,,,"$6,500","98 Real Estate Group, LLC",157 Avenue A, Port Saint Joe,Florida,32456
"AUG 26, 2024","2,424 sqft (on 1.04 acres)",3bd,3bd,"$335,000",,3380 Caverns Rd, Marianna,Florida,32446
"AUG 26, 2024","1,519 sqft (on 2 acres)",3bd,3bd,"$408,000",Hill Spooner & Elliott Inc,1731 Benjamin Chaires Rd, Tallahassee,Florida,32317
"AUG 26, 2024",928 sqft,2bd,2bd,"$138,000",Century 21 First Story,2241 Sandpiper St, Tallahassee,Florida,32303
"AUG 26, 2024",965 sqft,2bd,2bd,"$73,000",Coldwell Banker Hartung,645 Dent St, Tallahassee,Florida,32304
"AUG 26, 2024","2,603 sqft (on 0.63 acres)",4bd,4bd,"$1,250,000",Lead Realty,428 Pelham Rd, Fort Walton Beach,Florida,32547
"AUG 26, 2024","1,327 sqft",3bd,3bd,"$289,900",Keller Williams Realty Cview,203 Southview Dr, Crestview,Florida,32536
"AUG 26, 2024","1,636 sqft (on 0.28 acres)",5bd,5bd,"$300,000",Coldwell Banker Realty,407 Anchors St, Niceville,Florida,32578
"AUG 26, 2024","1,895 sqft (on 0.35 acres)",3bd,3bd,"$428,000",EXP Realty LLC,914 Aloma Faye Ln, Fort Walton Beach,Florida,32547
"AUG 26, 2024","2,350 sqft (on 0.35 acres)",4bd,4bd,"$349,900",Keller Williams Success Realty,5930 Creekside Cir, Crestview,Florida,32536
"AUG 26, 2024","3,233 sqft (on 0.65 acres)",4bd,4bd,"$400,000",Coldwell Banker Realty,6767 Berryhill St, Milton,Florida,32570
"AUG 26, 2024","2,706 sqft (on 0.54 acres)",5bd,5bd,"$975,000",Key Impressions LLC,6728 Tom King Bayou Rd, Navarre,Florida,32566
"AUG 26, 2024","1,810 sqft (on 0.35 acres)",3bd,3bd,"$259,900",Bastion Realty LLC,6015 Hamilton Bridge Rd, Milton,Florida,32570
"AUG 26, 2024","1,892 sqft (on 0.41 acres)",3bd,3bd,"$399,999",Levin Rinke Realty,5344 Rowe Trl, Pace,Florida,32571
"AUG 26, 2024","2,004 sqft (on 3.75 acres)",3bd,3bd,"$280,000",Levin Rinke Realty,5026 Willard Norris Rd, Milton,Florida,32570
"AUG 26, 2024","1,740 sqft (on 0.50 acres)",3bd,3bd,"$392,500",Levin Rinke Realty,2013 Bahama Dr, Navarre,Florida,32566
"AUG 26, 2024","1,551 sqft (on 0.28 acres)",3bd,3bd,"$365,000",Coldwell Banker Realty,2840 Lido Blvd, Gulf Breeze,Florida,32563
"AUG 26, 2024",870 sqft,2bd,2bd,"$800,000",Scenic Real Estate,4100 E  County Highway 30A #302, Santa Rosa Beach,Florida,32459
"AUG 26, 2024","1,060 sqft",2bd,2bd,"$410,000",Mainsail Realty Company,2606 Scenic Gulf Dr #4412, Miramar Beach,Florida,32550
"AUG 26, 2024","2,285 sqft (on 0.48 acres)",4bd,4bd,"$420,000",Keller Williams Realty Navarre,7013 Calle Cabeza De Vaca, Navarre,Florida,32566
"AUG 26, 2024",770 sqft,1bd,1bd,"$310,000",Engel & Volkers 30A Beaches,17462 Front Beach Rd #57203, Panama City Beach,Florida,32413
"AUG 26, 2024",490 sqft,1bd,1bd,"$115,000",Beach Realty of Florida,253 Hayden Rd, Tallahassee,Florida,32304
"AUG 26, 2024",820 sqft,1bd,1bd,"$485,000","Brooks, Shorey & Associates",866 Santa Rosa Blvd #215, Fort Walton Beach,Florida,32548
"AUG 26, 2024","1,591 sqft",2bd,2bd,"$650,000",Rock-It Real Estate,1 Beach Club Dr #305, Miramar Beach,Florida,32550
"AUG 26, 2024","1,239 sqft (on 0.33 acres)",3bd,3bd,"$207,500",KELLER WILLIAMS REALTY GULF COAST,6451 Appaloosa Ave, Milton,Florida,32570
"AUG 26, 2024","2,393 sqft",4bd,4bd,"$1,000,000",Sandestin Real Estate,9700 Grand Sandestin Blvd #4504, Miramar Beach,Florida,32550
"AUG 26, 2024","1,789 sqft (on 0.46 acres)",4bd,4bd,"$180,000",KELLER WILLIAMS REALTY GULF COAST,6476 Bay Oaks Dr, Milton,Florida,32583
"AUG 26, 2024","1,986 sqft (on 0.44 acres)",4bd,4bd,"$305,000",Xcellence Realty,1217 Rustling Pines Blvd, Midway,Florida,32343
"AUG 26, 2024","1,568 sqft (on 0.38 acres)",3bd,3bd,"$250,000",Salter Company,5427 Douglas St, Milton,Florida,32570
"AUG 26, 2024","1,595 sqft",3bd,3bd,"$633,500",,4100 Marriott Dr #612, Panama City Beach,Florida,32408
"AUG 26, 2024","3,804 sqft (on 2.02 acres)",4bd,4bd,"$898,000",Hill Spooner & Elliott Inc,9114 Oakfair Dr, Tallahassee,Florida,32317
"AUG 26, 2024","1,092 sqft",3bd,3bd,"$330,000",,122 White Cap Way, Panama City Beach,Florida,32407
"AUG 26, 2024","1,542 sqft (on 0.26 acres)",3bd,3bd,"$335,000",,5611 Dune Creek Trl, Panama City,Florida,32404
"AUG 26, 2024","1,431 sqft",4bd,4bd,"$260,000",Timber & Tides Real Estate,20 Lee St, Crawfordville,Florida,32327
"AUG 26, 2024","1,650 sqft (on 0.99 acres)",3bd,3bd,"$378,000",Key Impressions,9917 Aileron Ave, Pensacola,Florida,32506
"AUG 26, 2024","2,277 sqft",4bd,4bd,"$490,000","Gulf Real Estate Group, LLC",5560 Cruzat Way, Perdido Key,Florida,32507
"AUG 26, 2024",936 sqft (on 0.32 acres),3bd,3bd,"$168,000",ERA American Real Estate,2230 El Dorado Ct, Navarre,Florida,32566
"AUG 26, 2024","1,404 sqft (on 0.65 acres)",3bd,3bd,"$285,000","Core on the Coast, LLC",460 Bluff Rd, Apalachicola,Florida,32320
"AUG 26, 2024","1,864 sqft",3bd,3bd,"$442,016",Golden Properties & Investment,430 Royal Tern Way, Lanark Village,Florida,32323
"AUG 26, 2024","2,168 sqft",3bd,3bd,"$510,000",,217 Middleburg Dr, Panama City Beach,Florida,32413
"AUG 26, 2024","1,764 sqft",4bd,4bd,"$140,000",,6342 Omoko St, Panama City,Florida,32404
"AUG 26, 2024","2,582 sqft (on 0.25 acres)",5bd,5bd,"$410,000",CENTURY 21 AMERISOUTH REALTY,5016 Wheeler Way, Pensacola,Florida,32526
"AUG 26, 2024","3,130 sqft",4bd,4bd,"$2,625,000",The Premier Property Group Seacrest Office,30 Clove Hitch Ln, Santa Rosa Beach,Florida,32459
"AUG 26, 2024","7,650 sqft",6bd,6bd,"$12,750,000",Compass,8570 E  County Highway 30A, Inlet Beach,Florida,32461
"AUG 26, 2024","3,132 sqft (on 0.62 acres)",3bd,3bd,"$625,000",Redfin,3711 Scenic Hwy, Pensacola,Florida,32504
"AUG 26, 2024","1,514 sqft",3bd,3bd,"$496,900","Coastwise Realty, Inc.",3468 Firefly Cir, Saint Teresa,Florida,32358
"AUG 26, 2024","1,661 sqft (on 0.47 acres)",3bd,3bd,"$218,000",Coldwell Banker Hartung,74 Deanna Green Ln, Midway,Florida,32343
"AUG 26, 2024","1,387 sqft",4bd,4bd,"$299,900",DR Horton Realty of Northwest Florida LLC,424 Scarborough St, Crestview,Florida,32539
"AUG 26, 2024","1,648 sqft",3bd,3bd,"$304,400","ADAMS HOMES REALTY, INC",4940 Muldoon Pointe Rd #16A, Pensacola,Florida,32526
"AUG 26, 2024",,,,"$127,000","REDI REAL ESTATE, LLC",Farrington Rd, Milton,Florida,32583
"AUG 23, 2024","2,307 sqft",4bd,4bd,"$525,500",,901 Laurel Oak Ln, Panama City Beach,Florida,32408
"AUG 23, 2024","1,248 sqft",3bd,3bd,"$192,000",,6454 Summer Oak Dr, Panama City Beach,Florida,32408
"AUG 23, 2024","2,359 sqft (on 0.28 acres)",4bd,4bd,"$645,000",,131 Palm Crossing Blvd, Panama City Beach,Florida,32408
"AUG 23, 2024","1,826 sqft (on 0.25 acres)",4bd,4bd,"$380,000",,3620 Oakwood Ct, Panama City Beach,Florida,32408
"AUG 23, 2024","1,503 sqft",3bd,3bd,"$445,000",Beachy Beach Real Estate,4318 Legend Pl #20, Panama City Beach,Florida,32408
"AUG 23, 2024","1,320 sqft",3bd,3bd,"$408,000",,336 Gardenia St, Panama City Beach,Florida,32407
"AUG 23, 2024","1,019 sqft",2bd,2bd,"$330,000",,520 Richard Jackson Blvd #612, Panama City Beach,Florida,32407
"AUG 23, 2024","1,300 sqft",3bd,3bd,"$145,000",,20936 NE Cedar St, Blountstown,Florida,32424
"AUG 23, 2024","1,201 sqft",3bd,3bd,"$213,000",Levin Rinke Realty,154 Wildflower Ln, Pensacola,Florida,32514
"AUG 23, 2024",975 sqft,3bd,3bd,"$193,500",KELLER WILLIAMS REALTY GULF COAST,6617 Maui Ct, Pensacola,Florida,32504
"AUG 23, 2024","2,028 sqft",4bd,4bd,"$235,000",Assurance Realty of NWFL LLC,3985 Langley Ave, Pensacola,Florida,32504
