date,house_size,bed,bath,price,broker,street,city,state_name,zip_code
"AUG 30, 2024","1,538 sqft",2bd,2bd,"$470,000",Kenmure 12 Broker LLC,203 Golfside Dr, Flat Rock,North Carolina,28731
"AUG 30, 2024","1,793 sqft",4bd,4bd,"$490,000",Blueblaze Real Estate Group LLC,379 Running Briar Rd, Fletcher,North Carolina,28732
"AUG 30, 2024","3,477 sqft (on 1.20 acres)",4bd,4bd,"$365,000",Berkshire Hathaway HomeServices Blue Ridge REALTORS®,1536 Mountain Circle Dr, Lenoir,North Carolina,28645
"AUG 30, 2024","3,127 sqft (on 1.95 acres)",3bd,3bd,"$515,000",,1017 River Chase Dr, Raleigh,North Carolina,27610
"AUG 30, 2024","3,696 sqft (on 0.45 acres)",5bd,5bd,"$1,050,000",,9304 Carlswood Ct, Raleigh,North Carolina,27613
"AUG 30, 2024","2,271 sqft (on 0.38 acres)",4bd,4bd,"$855,000",Savvy + Co Real Estate,144 Lighthouse Rd, Mount Holly,North Carolina,28120
"AUG 30, 2024",899 sqft (on 0.28 acres),2bd,2bd,"$215,000",EXP Realty LLC Ballantyne,202 Ferstl Ave, Belmont,North Carolina,28012
"AUG 30, 2024","2,207 sqft (on 0.52 acres)",4bd,4bd,"$409,000",Keller Williams Unified,324 Old Hardin Rd, Dallas,North Carolina,28034
"AUG 30, 2024","1,191 sqft",2bd,2bd,"$280,000",,802 Pelican Ln, Clemmons,North Carolina,27012
"AUG 30, 2024","2,471 sqft (on 0.70 acres)",3bd,3bd,"$390,000",,340 Spencers Gate Dr, Youngsville,North Carolina,27596
"AUG 30, 2024","2,557 sqft (on 0.29 acres)",3bd,3bd,"$440,000",,1108 Byron Ln, Archdale,North Carolina,27263
"AUG 30, 2024","1,654 sqft (on 0.49 acres)",4bd,4bd,"$291,000",,5000 Mystic Oak Dr, Browns Summit,North Carolina,27214
"AUG 30, 2024","1,160 sqft (on 0.61 acres)",2bd,2bd,"$149,000",HOMETOWN REALTY PROS LLC,338 N  Depot St, Albemarle,North Carolina,28001
"AUG 30, 2024","1,595 sqft (on 0.39 acres)",3bd,3bd,"$265,000","Carolina Summit Group, LLC",112 Eileen Drive, Spring Lake,North Carolina,28390
"AUG 30, 2024",825 sqft (on 0.86 acres),2bd,2bd,"$175,000",,640 Fire Lane Rd, Bunnlevel,North Carolina,28323
"AUG 30, 2024","1,250 sqft",2bd,2bd,"$210,546",,124 Ariel St, Lillington,North Carolina,27546
"AUG 30, 2024","1,913 sqft (on 0.81 acres)",3bd,3bd,"$119,000",Premier South,5027 Sierra Dr, Maiden,North Carolina,28650
"AUG 30, 2024","1,100 sqft (on 0.39 acres)",3bd,3bd,"$187,500","The Joan Killian Everett Company, LLC",1453 19th St NE, Hickory,North Carolina,28601
"AUG 30, 2024",941 sqft,2bd,2bd,"$342,000",,109 Todd St #B, Carrboro,North Carolina,27510
"AUG 30, 2024",932 sqft,3bd,3bd,"$170,000",,1303 Pony Farm Rd, Siler City,North Carolina,27344
"AUG 30, 2024","4,816 sqft (on 0.53 acres)",4bd,4bd,"$1,042,500",,30 Broad Leaf Ct, Chapel Hill,North Carolina,27517
"AUG 30, 2024","2,320 sqft (on 0.70 acres)",3bd,3bd,"$323,000",Rhodes and Co LLC,35 Richmond Road, Jackson Springs,North Carolina,27281
"AUG 30, 2024","2,268 sqft (on 2.01 acres)",2bd,2bd,"$427,500",Everything Pines Partners LLC,180 Palomino Road, Carthage,North Carolina,28327
"AUG 30, 2024","2,298 sqft (on 0.41 acres)",3bd,3bd,"$580,000",Re/Max Prime Properties,132 Steeplechase Way, Southern Pines,North Carolina,28387
"AUG 30, 2024","1,640 sqft",3bd,3bd,"$534,000",exp Realty,711 N Ashe Street, Southern Pines,North Carolina,28387
"AUG 30, 2024","2,182 sqft (on 0.30 acres)",3bd,3bd,"$377,500",Everything Pines Partners LLC,920 N Saylor Street, Southern Pines,North Carolina,28387
"AUG 30, 2024","1,228 sqft",3bd,3bd,"$280,000",,211 W  22nd St, Kannapolis,North Carolina,28081
"AUG 30, 2024","1,071 sqft (on 0.37 acres)",2bd,2bd,"$217,000",Carolina Real Estate Experts The Dan Jones Group,607 N  Meriah St, Landis,North Carolina,28088
"AUG 30, 2024","2,720 sqft (on 0.53 acres)",3bd,3bd,"$370,000",Realty ONE Group Select,417 Wake Dr, Salisbury,North Carolina,28144
"AUG 30, 2024","1,088 sqft",3bd,3bd,"$600,000",RDU Homes for You,3929 W Dolphin Drive, Oak Island,North Carolina,28465
"AUG 30, 2024","2,152 sqft",3bd,3bd,"$715,000",Margaret Rudd Assoc/O.I.,3908 W Beach Drive, Oak Island,North Carolina,28465
"AUG 30, 2024","2,250 sqft (on 0.44 acres)",3bd,3bd,"$725,000",Coldwell Banker Sea Coast Advantage,3407 E Yacht Drive, Oak Island,North Carolina,28465
"AUG 30, 2024","2,126 sqft (on 0.48 acres)",3bd,3bd,"$275,000",Real Broker LLC,245 Boundary Loop Road NW, Calabash,North Carolina,28467
"AUG 30, 2024",,,,"$109,000","Sunset Properties, Inc.",1691 Hemingway Drive SW, Ocean Isle Beach,North Carolina,28469
"AUG 30, 2024","1,305 sqft (on 0.27 acres)",3bd,3bd,"$278,500","Mary Esposito Realty, LLC",8922 Landing Drive SW, Sunset Beach,North Carolina,28468
"AUG 30, 2024","2,835 sqft (on 0.48 acres)",4bd,4bd,"$689,000",Coldwell Banker Sea Coast Advantage,1056 Natural Springs Way, Leland,North Carolina,28451
"AUG 30, 2024","1,789 sqft (on 1.50 acres)",4bd,4bd,"$265,000",Keller Williams South Park,5203 Canterbury Rd, Shelby,North Carolina,28152
"AUG 30, 2024","2,204 sqft (on 0.29 acres)",4bd,4bd,"$309,997","Thomas Property Group, Inc.",915 Church St, Kings Mountain,North Carolina,28086
"AUG 30, 2024","2,126 sqft",4bd,4bd,"$370,000",COLDWELL BANKER SEA COAST ADVANTAGE,403 Taberna Circle, New Bern,North Carolina,28562
"AUG 30, 2024","3,429 sqft (on 0.53 acres)",4bd,4bd,"$560,000",Keller Williams Realty,909 Taberna Circle, New Bern,North Carolina,28562
"AUG 30, 2024","3,034 sqft",3bd,3bd,"$675,000",NorthGroup,2213 Hidden Harbor Drive, New Bern,North Carolina,28562
"AUG 30, 2024","1,112 sqft",2bd,2bd,"$130,000","BRITT & CO. REAL ESTATE PROFESSIONALS, BRITT & COMPANY REAL ESTATE PROFESSIONALS, LPRMLS",527 Old Allenton Rd, Lumberton,North Carolina,28358
"AUG 30, 2024",960 sqft (on 0.80 acres),1bd,1bd,"$49,900",,212 Bluemont Rd, Mount Airy,North Carolina,27030
"AUG 30, 2024","2,813 sqft (on 0.40 acres)",4bd,4bd,"$309,000",Homecoin.com,1603 Evergreen Avenue, Goldsboro,North Carolina,27530
"AUG 30, 2024","2,327 sqft (on 0.50 acres)",3bd,3bd,"$265,000",Coldwell Banker Howard Perry & Walston,1510 E Holly Street, Goldsboro,North Carolina,27530
"AUG 30, 2024","1,435 sqft (on 0.48 acres)",3bd,3bd,"$187,000",,191 Pinkney Church Rd, Fremont,North Carolina,27830
"AUG 30, 2024","1,908 sqft",3bd,3bd,"$297,000",,1450 Waverly St, Winston Salem,North Carolina,27127
"AUG 30, 2024","1,682 sqft",3bd,3bd,"$408,000",The Finer Homes Group,3745 Picasso Ct, Charlotte,North Carolina,28205
"AUG 30, 2024","1,304 sqft",2bd,2bd,"$277,000",Keller Williams Lake Norman,11007 Will Knox Rd, Cornelius,North Carolina,28031
"AUG 30, 2024","2,264 sqft",4bd,4bd,"$354,000",RE/MAX Executive,4503 Oakburn Dr, Charlotte,North Carolina,28269
"AUG 30, 2024","3,049 sqft",5bd,5bd,"$610,000",ERA Live Moore,3002 Potomac Rd, Indian Trail,North Carolina,28079
"AUG 30, 2024","2,819 sqft",4bd,4bd,"$1,200,000",,802 Glenwood Ave, Raleigh,North Carolina,27605
"AUG 30, 2024",780 sqft (on 0.25 acres),2bd,2bd,"$115,900",Carolina Coast Homes Real Estate LLC,1469 Wren Place SW, Shallotte,North Carolina,28470
"AUG 30, 2024","4,552 sqft (on 0.80 acres)",4bd,4bd,"$900,000",Coldwell Banker Seacoast Advantage,2732 Harbormaster Drive SE, Southport,North Carolina,28461
"AUG 30, 2024","1,430 sqft",3bd,3bd,"$401,000",RE/MAX at the Beach / Holden Beach,182 Clubhouse Road Apt 1, Sunset Beach,North Carolina,28468
"AUG 30, 2024","3,334 sqft (on 0.25 acres)",4bd,4bd,"$545,000",Coldwell Banker Sea Coast Advantage-Leland,1113 Hampton Pines Court, Leland,North Carolina,28451
"AUG 30, 2024","1,131 sqft (on 0.26 acres)",2bd,2bd,"$115,000",Keller Williams Unified,118 26th St SW, Hickory,North Carolina,28602
"AUG 30, 2024","1,940 sqft",4bd,4bd,"$385,000",,814 Shefford Town Dr, Rolesville,North Carolina,27571
"AUG 30, 2024","1,373 sqft",3bd,3bd,"$305,000",,3642 E  Cotton Gin Dr, Clayton,North Carolina,27527
"AUG 30, 2024","2,460 sqft (on 1.08 acres)",3bd,3bd,"$405,000",,122 Fritts Farm Ct, Lexington,North Carolina,27295
"AUG 30, 2024","2,583 sqft (on 0.64 acres)",3bd,3bd,"$410,000",,109 Fountain Dr, Clayton,North Carolina,27520
"AUG 30, 2024","6,108 sqft (on 1.12 acres)",5bd,5bd,"$1,450,000",Chosen Realty of NC LLC,7854 Shelter Cove Ln, Denver,North Carolina,28037
"AUG 30, 2024","1,732 sqft (on 1.48 acres)",3bd,3bd,"$424,900",RE/MAX Crossroads,2135 Whiteners Farm Rd, Lincolnton,North Carolina,28092
"AUG 30, 2024",,,,"$50,000",Wit Realty LLC,7530 Haddington Place SW, Sunset Beach,North Carolina,28468
"AUG 30, 2024","1,782 sqft (on 0.44 acres)",3bd,3bd,"$250,000",,102 Deerfield Pl, Roanoke Rapids,North Carolina,27870
"AUG 30, 2024","2,121 sqft (on 0.34 acres)",4bd,4bd,"$228,000",,622 Cedar St, Roanoke Rapids,North Carolina,27870
"AUG 30, 2024",,3bd,3bd,"$798,500",,11 Claws Foot Ct, Sapphire,North Carolina,28774
"AUG 30, 2024","2,166 sqft (on 6.61 acres)",3bd,3bd,"$500,000","Southern Homes of the Carolinas, Inc",110 Destiny Rdg, Sylva,North Carolina,28779
"AUG 30, 2024",,3bd,3bd,"$900,000",,520 Stillmont Cir, Cashiers,North Carolina,28717
"AUG 30, 2024","1,736 sqft (on 0.68 acres)",2bd,2bd,"$105,000",RE/MAX Southern Realty,11700 Johns Road, Laurinburg,North Carolina,28352
"AUG 30, 2024","2,765 sqft",5bd,5bd,"$100,000",,811 F St, North Wilkesboro,North Carolina,28659
"AUG 30, 2024","1,878 sqft (on 0.90 acres)",3bd,3bd,"$314,000",,5976 Boone Trl, Millers Creek,North Carolina,28651
"AUG 30, 2024","1,321 sqft (on 0.55 acres)",3bd,3bd,"$282,000",,160 Linda Carol Ave, Wilkesboro,North Carolina,28697
"AUG 30, 2024","1,188 sqft",2bd,2bd,"$189,847",,1234 Woodfield Way, Wilkesboro,North Carolina,28697
"AUG 30, 2024","2,056 sqft",4bd,4bd,"$365,000",,4904 Jessup Grove Rd, Greensboro,North Carolina,27410
"AUG 30, 2024","1,902 sqft",3bd,3bd,"$345,000",,2882 Grove Park Dr, Burlington,North Carolina,27215
"AUG 30, 2024","1,553 sqft",3bd,3bd,"$275,000",,4955 Mount Hope Dr, Winston Salem,North Carolina,27107
"AUG 30, 2024","2,079 sqft (on 12.34 acres)",3bd,3bd,"$342,800",Keller Williams Realty,12030 Old US 70 Highway, Cove City,North Carolina,28523
"AUG 30, 2024","3,150 sqft (on 0.92 acres)",4bd,4bd,"$699,900",,521 Belmont Cir, Wake Forest,North Carolina,27587
"AUG 30, 2024","1,763 sqft",4bd,4bd,"$175,777",,306 W  Henderson St, Salisbury,North Carolina,28144
"AUG 30, 2024","1,747 sqft",3bd,3bd,"$435,000",,532 Panorama Park Pl, Cary,North Carolina,27519
"AUG 30, 2024","1,248 sqft",2bd,2bd,"$285,000",RE/MAX at the Beach / Holden Beach,221 Clubhouse Road UNIT # 3, Sunset Beach,North Carolina,28468
"AUG 30, 2024",751 sqft,1bd,1bd,"$160,000",RE/MAX at the Beach / Calabash,330 S Middleton Drive NW Unit 310, Calabash,North Carolina,28467
"AUG 30, 2024","1,465 sqft (on 0.77 acres)",3bd,3bd,"$277,000",,134 Forest Ln, State Road,North Carolina,28676
"AUG 30, 2024","3,441 sqft (on 0.47 acres)",6bd,6bd,"$185,000",Beer City Realty,25 South St, Black Mountain,North Carolina,28711
"AUG 30, 2024","3,538 sqft",5bd,5bd,"$480,000","PAULINA SALAS, COLDWELL BANKER ADVANTAGE - FAYETTEVILLE, LPRMLS",3036 Eagle Crest Ln, Fayetteville,North Carolina,28306
"AUG 30, 2024","1,349 sqft",3bd,3bd,"$350,000",,410 Hidden Treasure Dr, Durham,North Carolina,27712
"AUG 30, 2024","1,952 sqft",3bd,3bd,"$415,000",,1105 Poplar St, Durham,North Carolina,27703
"AUG 30, 2024","2,628 sqft (on 2.10 acres)",3bd,3bd,"$536,700",,60 Kendrick Ct, Fuquay Varina,North Carolina,27526
"AUG 30, 2024","2,600 sqft (on 0.45 acres)",4bd,4bd,"$430,000","Anchored Properties, LLC",515 Quailwood Court, Cape Carteret,North Carolina,28584
"AUG 30, 2024","2,209 sqft",4bd,4bd,"$920,000",COLDWELL BANKER SEA COAST ADVANTAGE,2106 E Ft Macon Road UNIT 503, Atlantic Beach,North Carolina,28512
"AUG 30, 2024","2,053 sqft (on 0.26 acres)",3bd,3bd,"$1,105,000",Barefoot-Chandler & Associates,105 Elm Court, Pine Knoll Shores,North Carolina,28512
"AUG 30, 2024","3,500 sqft",3bd,3bd,"$525,000",Keller Williams Crystal Coast,150 Lands End Road UNIT A-12, Morehead City,North Carolina,28557
"AUG 30, 2024","2,052 sqft (on 2.63 acres)",3bd,3bd,"$270,000",Better Homes and Gardens Real Estate Treasure,357 Duffy Field Road, Richlands,North Carolina,28574
"AUG 30, 2024","1,624 sqft (on 0.48 acres)",3bd,3bd,"$267,000",Simpson Real Estate Group Inc,113 Washington Circle, Wallace,North Carolina,28466
"AUG 30, 2024",,,,"$74,900",Destination Realty Corporation,316 Lightning Bug Lane, Holly Ridge,North Carolina,28445
"AUG 30, 2024","1,100 sqft (on 0.31 acres)",2bd,2bd,"$158,000",Statewide Realty,129 E Pine Forest Road, Mount Olive,North Carolina,28365
"AUG 30, 2024","1,635 sqft (on 0.68 acres)",3bd,3bd,"$285,000","Military Relocator, Inc.",157 Backfield Place, Jacksonville,North Carolina,28540
"AUG 30, 2024","1,857 sqft (on 0.42 acres)",3bd,3bd,"$375,000",Coldwell Banker Sea Coast Advantage-Midtown,53 Shandy Way, Hampstead,North Carolina,28443
"AUG 30, 2024","1,578 sqft",3bd,3bd,"$308,000",Coldwell Banker Sea Coast Advantage-Hampstead,314 Rose Bud Lane, Holly Ridge,North Carolina,28445
"AUG 30, 2024","2,043 sqft (on 0.34 acres)",2bd,2bd,"$460,000",Pinnacle Sothebys International Realty,129 Thrush Ct, Lake Lure,North Carolina,28746
"AUG 30, 2024",,,,"$39,400",Destination Realty Corporation,123 Night Heron Trace, Holly Ridge,North Carolina,28445
"AUG 30, 2024","2,495 sqft (on 0.48 acres)",4bd,4bd,"$360,000",Coldwell Banker Sea Coast Advantage,142 Farmington Drive, Richlands,North Carolina,28574
"AUG 30, 2024","1,456 sqft (on 2.40 acres)",3bd,3bd,"$93,000",Looking Glass Realty,65 Shiloh Ln, Rosman,North Carolina,28772
"AUG 30, 2024","1,404 sqft (on 5.50 acres)",3bd,3bd,"$100,000",Rita Storie,1865 Hwy 88, Zionville,North Carolina,28698
"AUG 30, 2024","4,755 sqft (on 0.44 acres)",4bd,4bd,"$1,050,000",Lyn Sappington,302 N Pinnacle Ridge Road, Beech Mountain,North Carolina,28604
"AUG 30, 2024","1,331 sqft (on 0.47 acres)",3bd,3bd,"$410,000",Sue Eggers,112 Hub Brown Road, Boone,North Carolina,28607
"AUG 30, 2024","1,763 sqft (on 1.87 acres)",3bd,3bd,"$500,000",Petit Properties Inc,223 Butterfly Hill Rd, Lake Toxaway,North Carolina,28747
"AUG 30, 2024",,,,"$25,000",Jim Brooks,506 Charter Hills Road, Banner Elk,North Carolina,28604
"AUG 30, 2024","1,256 sqft",2bd,2bd,"$195,000",,120 Daniel St, Oxford,North Carolina,27565
"AUG 30, 2024","1,422 sqft (on 0.31 acres)",3bd,3bd,"$319,000",,301 Coachmans Trl, Stem,North Carolina,27581
"AUG 30, 2024","1,458 sqft (on 0.50 acres)",3bd,3bd,"$273,300",Excel Real Estate Group,80 Pattys Pl, Stony Point,North Carolina,28678
"AUG 30, 2024","1,493 sqft",3bd,3bd,"$252,900","QUINNEICE PEURIFOY, EXP REALTY LLC, LPRMLS",519 Cypress Dr, Raeford,North Carolina,28376
"AUG 30, 2024","1,486 sqft",3bd,3bd,"$70,000",Realty One Group Affinity,1203 Sycamore Road, Kinston,North Carolina,28501
"AUG 30, 2024","3,104 sqft (on 1.48 acres)",3bd,3bd,"$333,000","Taylor Mueller Realty, Inc.",931 Halls Creek Road, Elizabeth City,North Carolina,27909
"AUG 30, 2024","2,165 sqft (on 2.19 acres)",2bd,2bd,"$480,000",Town & Country Realty of the Carolinas,376 Page Farm Rd, Tryon,North Carolina,28782
"AUG 30, 2024",,3bd,3bd,"$1,480,000",,99 Lakes Way, Bryson City,North Carolina,28713
"AUG 30, 2024","1,550 sqft (on 0.56 acres)",3bd,3bd,"$165,000",Welcome Home Realty NC,106 Linden Street, Plymouth,North Carolina,27962
"AUG 30, 2024","2,001 sqft (on 0.35 acres)",3bd,3bd,"$210,000","Riverfront Realty Of Eastern Nc, LLC",216 Hampton Drive, Plymouth,North Carolina,27962
"AUG 30, 2024","1,116 sqft (on 1 acre)",3bd,3bd,"$240,000",Womble Real Estate,7918 Bakertown Road, Elm City,North Carolina,27822
"AUG 30, 2024","1,899 sqft",3bd,3bd,"$361,000",Keller Williams Connected,9786 Springholm Dr, Charlotte,North Carolina,28278
"AUG 30, 2024",873 sqft,1bd,1bd,"$367,000",ProStead Realty,2810 Selwyn Ave #218, Charlotte,North Carolina,28209
"AUG 30, 2024","1,843 sqft",3bd,3bd,"$593,305",EXP Realty LLC Mooresville,1342 South St, Cornelius,North Carolina,28031
"AUG 30, 2024","1,636 sqft (on 2.29 acres)",3bd,3bd,"$175,000",,541 Deer Creek Ln, Timberlake,North Carolina,27583
"AUG 30, 2024","2,991 sqft (on 0.28 acres)",4bd,4bd,"$518,000",Realty ONE Group Select,7363 Waterwheel St SW, Concord,North Carolina,28025
"AUG 30, 2024","1,530 sqft",3bd,3bd,"$411,000",Outer Banks Blue Realty Srvcs.,104 Gables Way #2B, Kitty Hawk,North Carolina,27949
"AUG 30, 2024","1,510 sqft (on 0.90 acres)",3bd,3bd,"$199,000",,448 Pratt Rd, Dobson,North Carolina,27017
"AUG 30, 2024","2,230 sqft",1bd,1bd,"$535,000",Nest Realty Asheville,52 Verde Dr, Asheville,North Carolina,28806
"AUG 30, 2024",,,,"$23,500",Southern Home Group Realty LLC,144 5th Ave N, Taylorsville,North Carolina,28681
"AUG 30, 2024","2,214 sqft",3bd,3bd,"$635,000",Keller Williams Lake Norman,12007 Meetinghouse Dr, Cornelius,North Carolina,28031
"AUG 30, 2024","1,952 sqft (on 0.88 acres)",3bd,3bd,"$390,000",Roxanne Weavil,603 Meadow Lane Avenue, West Jefferson,North Carolina,28694
"AUG 30, 2024","1,232 sqft (on 0.56 acres)",3bd,3bd,"$226,000",Mountain Adventure Realty,70 Redbird Ln, Newland,North Carolina,28657
"AUG 30, 2024","1,296 sqft",3bd,3bd,"$195,000",Welcome Home Realty NC,108 Morris Circle, Edenton,North Carolina,27932
"AUG 30, 2024","1,445 sqft (on 3.77 acres)",3bd,3bd,"$118,000",Selective Homes,6179 Nc Hwy 91, Walstonburg,North Carolina,27888
"AUG 30, 2024","1,152 sqft",3bd,3bd,"$180,000",,162 5th Ave, New London,North Carolina,28127
"AUG 30, 2024","1,214 sqft",2bd,2bd,"$265,000",HoneyBee Real Estate,4335 Kobuk Ln, Charlotte,North Carolina,28269
"AUG 30, 2024","2,540 sqft",4bd,4bd,"$350,000",,2941 Mirasol Ct, Walkertown,North Carolina,27051
"AUG 30, 2024","3,200 sqft (on 0.26 acres)",5bd,5bd,"$535,000",,848 Ribbonleaf Ln, Fuquay Varina,North Carolina,27526
"AUG 30, 2024","2,324 sqft",3bd,3bd,"$490,000",Berkshire Hathaway HomeServices Carolinas Realty,19002 Lake Breeze Dr, Cornelius,North Carolina,28031
"AUG 30, 2024","2,610 sqft",4bd,4bd,"$432,500",,201 Jordan Ridge Way, Jamestown,North Carolina,27282
"AUG 30, 2024","1,600 sqft",3bd,3bd,"$595,000",Bluewater Real Estate AB,1550 Salter Path Road UNIT 301, Indian Beach,North Carolina,28512
"AUG 30, 2024","2,003 sqft",3bd,3bd,"$530,000",,825 Lemongrass Ln, Wake Forest,North Carolina,27587
"AUG 30, 2024","2,080 sqft (on 0.28 acres)",3bd,3bd,"$350,000",,2206 Hyde Ct, Creedmoor,North Carolina,27522
"AUG 30, 2024","1,148 sqft",2bd,2bd,"$328,000",Martha Lee Realty Co LLC - OIB,1912 Goose Creek Road SW UNIT 4201, Ocean Isle Beach,North Carolina,28469
"AUG 30, 2024","3,410 sqft (on 0.54 acres)",4bd,4bd,"$940,000",Coldwell Banker Sea Coast Advantage-Leland,1133 Craighall Lane, Leland,North Carolina,28451
"AUG 30, 2024","1,421 sqft",2bd,2bd,"$235,000",exp Realty,131 Creek Trail, Edenton,North Carolina,27932
"AUG 30, 2024","1,907 sqft",3bd,3bd,"$400,000",,3014 September Dr, Durham,North Carolina,27703
"AUG 30, 2024","2,903 sqft",4bd,4bd,"$515,000",Helen Adams Realty,201 Silverspring Pl, Mooresville,North Carolina,28117
"AUG 30, 2024","2,559 sqft (on 5.38 acres)",3bd,3bd,"$660,000",,71 Binky Way, Pittsboro,North Carolina,27312
"AUG 30, 2024","2,837 sqft",4bd,4bd,"$820,000",,6426 Rosny Rd, Raleigh,North Carolina,27613
"AUG 30, 2024","1,612 sqft (on 10.01 acres)",3bd,3bd,"$292,500",,301 Sunset Rd, Pelham,North Carolina,27311
"AUG 30, 2024",120 sqft (on 0.73 acres),2bd,2bd,"$87,000",RE/MAX RESULTS,3611 Bolens Creek Rd, Burnsville,North Carolina,28714
"AUG 30, 2024","2,196 sqft",4bd,4bd,"$390,000","Anchored Real Estate, LLC",111 Brisbane Drive, Rocky Point,North Carolina,28457
"AUG 30, 2024","3,000 sqft (on 2 acres)",5bd,5bd,"$315,000",,148 Dr Finch Rd, Henderson,North Carolina,27537
"AUG 30, 2024",,2bd,2bd,"$300,000",Advantage Chatuge Realty,96 Scenic Rd, Warne,North Carolina,28909
"AUG 30, 2024","2,625 sqft",4bd,4bd,"$270,000",,3912 Foliage Dr, Winston Salem,North Carolina,27101
"AUG 30, 2024","2,237 sqft",4bd,4bd,"$345,000",,2693 Chari Park Ln, Walkertown,North Carolina,27051
"AUG 30, 2024","4,804 sqft",5bd,5bd,"$1,180,000",,1416 Magnolia Bend Loop, Cary,North Carolina,27519
"AUG 30, 2024","2,874 sqft (on 0.36 acres)",4bd,4bd,"$780,000",Keller Williams Innovate-KBT,5500 Andrews Reach Loop, Wilmington,North Carolina,28409
"AUG 30, 2024","1,120 sqft (on 0.40 acres)",2bd,2bd,"$95,000","J. Ray Realty, LLC",44 Memorys Corner Road, Clarkton,North Carolina,28433
"AUG 30, 2024","1,804 sqft",2bd,2bd,"$535,000",,511 McKirkland Ct, Cary,North Carolina,27511
"AUG 30, 2024","1,210 sqft",2bd,2bd,"$310,000",,3423 Wellington Ridge Loop, Cary,North Carolina,27518
"AUG 30, 2024","1,200 sqft",4bd,4bd,"$275,000",,1220 University Ct #104, Raleigh,North Carolina,27606
"AUG 30, 2024","1,576 sqft",2bd,2bd,"$205,000",Keller Williams Realty Platinum - Garner-Clayton,108 Autumn Chase Drive, Raleigh,North Carolina,27613
"AUG 30, 2024","2,286 sqft",5bd,5bd,"$350,000",,2840 Barrymore St #101, Raleigh,North Carolina,27603
"AUG 30, 2024",919 sqft,2bd,2bd,"$349,900",,927 Saint Marys St, Raleigh,North Carolina,27605
"AUG 30, 2024","3,377 sqft (on 0.47 acres)",5bd,5bd,"$655,000",EXP Realty LLC,534 Academy St, Mc Adenville,North Carolina,28101
"AUG 30, 2024","3,104 sqft (on 0.37 acres)",6bd,6bd,"$580,000",Keller Williams Innovate-Wilmington,7733 Champlain Drive, Wilmington,North Carolina,28412
"AUG 30, 2024","2,814 sqft",3bd,3bd,"$725,000",Keller Williams Ballantyne Area,6832 Fairway Row Ln, Charlotte,North Carolina,28277
"AUG 30, 2024","1,600 sqft (on 0.89 acres)",4bd,4bd,"$219,900",,4036 Muncus Rd, Jonesville,North Carolina,28642
"AUG 30, 2024","1,408 sqft (on 0.73 acres)",3bd,3bd,"$295,000",,6420 Old US Highway 421, East Bend,North Carolina,27018
"AUG 30, 2024","3,594 sqft",5bd,5bd,"$645,000",Realty ONE Group Select,10837 Edgepine Ln NW, Concord,North Carolina,28027
"AUG 30, 2024","2,781 sqft",4bd,4bd,"$518,500",Allen Tate Fort Mill,5204 Sand Trap Ct, Monroe,North Carolina,28112
"AUG 30, 2024",,,,"$33,000",PROACTIVE Real Estate,1293 Black Bear Run SW, Supply,North Carolina,28462
"AUG 30, 2024",,,,"$89,900","Rivers Edge Golf Club & Plantation, LLC",3581 Lake Shore Drive SW, Shallotte,North Carolina,28470
"AUG 30, 2024","2,499 sqft (on 0.44 acres)",3bd,3bd,"$630,213",Coastline Homes Realty,3349 Four Water Lane SW, Supply,North Carolina,28462
"AUG 30, 2024",,,,"$53,000",PROACTIVE Real Estate,3006 Bridgeton Street SW, Supply,North Carolina,28462
"AUG 30, 2024","1,521 sqft",4bd,4bd,"$675,000",Coldwell Banker Sea Coast Advantage,165 NE 9th Street, Oak Island,North Carolina,28465
"AUG 30, 2024","2,373 sqft (on 0.80 acres)",3bd,3bd,"$450,000",,3097 Creek Point Rd, Graham,North Carolina,27253
"AUG 30, 2024","1,396 sqft (on 0.26 acres)",3bd,3bd,"$169,800",,49 Ashley Ct, Spring Lake,North Carolina,28390
"AUG 30, 2024","1,611 sqft (on 0.71 acres)",3bd,3bd,"$392,000",,122 Poplar Dr, Clayton,North Carolina,27520
"AUG 30, 2024","3,100 sqft",4bd,4bd,"$350,000",,6986 Texas Blvd, Trinity,North Carolina,27360
"AUG 30, 2024","1,602 sqft",3bd,3bd,"$455,100",Redfin Corporation,182 Plato Pl, Etowah,North Carolina,28729
"AUG 30, 2024","2,758 sqft (on 0.41 acres)",4bd,4bd,"$1,050,000",Sun-Surf Realty,10536 Old Coast Guard Road, Emerald Isle,North Carolina,28594
"AUG 30, 2024",,,,"$64,900",HomeSmart Connections,315 Taylor Road, Havelock,North Carolina,28532
"AUG 30, 2024",,,,"$350,000",Keller Williams Realty,107 Bare Foot Court, Havelock,North Carolina,28532
"AUG 30, 2024","1,133 sqft",2bd,2bd,"$465,000",Landmark Sotheby's International Realty,423 Sky Sail Boulevard, New Bern,North Carolina,28560
"AUG 30, 2024","2,490 sqft (on 1.48 acres)",3bd,3bd,"$490,000",,415 Huntsburg Dr, Louisburg,North Carolina,27549
"AUG 30, 2024","1,475 sqft (on 0.84 acres)",4bd,4bd,"$260,000",,1752 Moulton Rd, Louisburg,North Carolina,27549
"AUG 30, 2024","1,542 sqft (on 0.43 acres)",3bd,3bd,"$280,000",John Vesco Inc.,1013 Birchwood Village Drive, Nashville,North Carolina,27856
